MANDT;LIFNR     ;LAND1;NAME1                              ;NAME2                              ;NAME3                              ;NAME4                              ;ORT01                              ;ORT02                              ;PFACH     ;PSTL2     ;PSTLZ     ;REGIO;SORTL     ;STRAS                              ;ADRNR     ;MCOD1                    ;MCOD2                    ;MCOD3                    ;ANRED          ;BAHNS                    ;BBBNR  ;BBSNR;BEGRU;BRSCH ;BUBKZ;DATLT         ;DTAMS;DTAWS;ERDAT     ;ERNAM       ;ESRNR      ;KONZS     ;KTOKK ;KUNNR       ;LNRZA       ;LOEVM;SPERR;SPERM;SPRAS;STCD1           ;STCD2      ;STKZA;STKZU;TELBX          ;TELF1           ;TELF2           ;TELFX                          ;TELTX                         ;TELX1                         ;XCPDK;XZEMP;VBUND   ;FISKN       ;STCEG               ;STKZN;SPERQ;GBORT                    ;GBDAT     ;SEXKZ;KRAUS      ;REVDB     ;QSSYS ;KTOCK ;PFORT                              ;WERKS;LTSNA;WERKR;PLKAL;DUEFL
800;T-K521C11 ;DE   ;Jotachi Deutschland AG             ;Gr.11                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52111  ;Am Triangel 10                     ;41869;JOTACHI DEUTSCHLAND AG   ;GR.11                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C12 ;DE   ;Jotachi Deutschland AG             ;Gr.12                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52112  ;Am Triangel 10                     ;41874;JOTACHI DEUTSCHLAND AG   ;GR.12                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C13 ;DE   ;Jotachi Deutschland AG             ;Gr.13                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52113  ;Am Triangel 10                     ;41879;JOTACHI DEUTSCHLAND AG   ;GR.13                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C14 ;DE   ;Jotachi Deutschland AG             ;Gr.14                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52114  ;Am Triangel 10                     ;41884;JOTACHI DEUTSCHLAND AG   ;GR.14                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C15 ;DE   ;Jotachi Deutschland AG             ;Gr.15                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52115  ;Am Triangel 10                     ;41889;JOTACHI DEUTSCHLAND AG   ;GR.15                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C16 ;DE   ;Jotachi Deutschland AG             ;Gr.16                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52116  ;Am Triangel 10                     ;41894;JOTACHI DEUTSCHLAND AG   ;GR.16                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C17 ;DE   ;Jotachi Deutschland AG             ;Gr.17                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52117  ;Am Triangel 10                     ;41899;JOTACHI DEUTSCHLAND AG   ;GR.17                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C18 ;DE   ;Jotachi Deutschland AG             ;Gr.18                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52118  ;Am Triangel 10                     ;41904;JOTACHI DEUTSCHLAND AG   ;GR.18                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C19 ;DE   ;Jotachi Deutschland AG             ;Gr.19                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52119  ;Am Triangel 10                     ;41909;JOTACHI DEUTSCHLAND AG   ;GR.19                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C20 ;DE   ;Jotachi Deutschland AG             ;Gr.20                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52120  ;Am Triangel 10                     ;41914;JOTACHI DEUTSCHLAND AG   ;GR.20                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C21 ;DE   ;Jotachi Deutschland AG             ;Gr.21                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52121  ;Am Triangel 10                     ;42037;JOTACHI DEUTSCHLAND AG   ;GR.21                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C22 ;DE   ;Jotachi Deutschland AG             ;Gr.22                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52122  ;Am Triangel 10                     ;42042;JOTACHI DEUTSCHLAND AG   ;GR.22                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C23 ;DE   ;Jotachi Deutschland AG             ;Gr.23                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52123  ;Am Triangel 10                     ;42047;JOTACHI DEUTSCHLAND AG   ;GR.23                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C24 ;DE   ;Jotachi Deutschland AG             ;Gr.24                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52124  ;Am Triangel 10                     ;42052;JOTACHI DEUTSCHLAND AG   ;GR.24                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C25 ;DE   ;Jotachi Deutschland AG             ;Gr.25                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52125  ;Am Triangel 10                     ;42057;JOTACHI DEUTSCHLAND AG   ;GR.25                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C26 ;DE   ;Jotachi Deutschland AG             ;Gr.26                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52126  ;Am Triangel 10                     ;42062;JOTACHI DEUTSCHLAND AG   ;GR.26                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C27 ;DE   ;Jotachi Deutschland AG             ;Gr.27                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52127  ;Am Triangel 10                     ;42067;JOTACHI DEUTSCHLAND AG   ;GR.27                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C28 ;DE   ;Jotachi Deutschland AG             ;Gr.28                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52128  ;Am Triangel 10                     ;42072;JOTACHI DEUTSCHLAND AG   ;GR.28                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C29 ;DE   ;Jotachi Deutschland AG             ;Gr.29                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52129  ;Am Triangel 10                     ;42077;JOTACHI DEUTSCHLAND AG   ;GR.29                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521C30 ;DE   ;Jotachi Deutschland AG             ;Gr.30                              ;                                   ;                                   ;Braunschweig                       ;                                   ;          ;          ;38104;     ;SCM52130  ;Am Triangel 10                     ;42082;JOTACHI DEUTSCHLAND AG   ;GR.30                    ;BRAUNSCHWEIG             ;               ;                         ;0;0;     ;TRAN  ;0;              ;     ;     ;24.03.2003;BURMANM     ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D00 ;DE   ;Kreutzschmi                        ;Gr.00                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52100  ;Calderonweg 250                    ;41815;KREUTZSCHMI              ;GR.00                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D01 ;DE   ;Kreutzschmi                        ;Gr.01                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52101  ;Calderonweg 250                    ;41820;KREUTZSCHMI              ;GR.01                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D02 ;DE   ;Kreutzschmi                        ;Gr.02                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52102  ;Calderonweg 250                    ;41825;KREUTZSCHMI              ;GR.02                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D03 ;DE   ;Kreutzschmi                        ;Gr.03                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52103  ;Calderonweg 250                    ;41830;KREUTZSCHMI              ;GR.03                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D04 ;DE   ;Kreutzschmi                        ;Gr.04                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52104  ;Calderonweg 250                    ;41835;KREUTZSCHMI              ;GR.04                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D05 ;DE   ;Kreutzschmi                        ;Gr.05                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52105  ;Calderonweg 250                    ;41840;KREUTZSCHMI              ;GR.05                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D06 ;DE   ;Kreutzschmi                        ;Gr.06                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52106  ;Calderonweg 250                    ;41845;KREUTZSCHMI              ;GR.06                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D07 ;DE   ;Kreutzschmi                        ;Gr.07                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52107  ;Calderonweg 250                    ;41850;KREUTZSCHMI              ;GR.07                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D08 ;DE   ;Kreutzschmi                        ;Gr.08                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52108  ;Calderonweg 250                    ;41855;KREUTZSCHMI              ;GR.08                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D09 ;DE   ;Kreutzschmi                        ;Gr.09                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52109  ;Calderonweg 250                    ;41860;KREUTZSCHMI              ;GR.09                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D10 ;DE   ;Kreutzschmi                        ;Gr.10                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52110  ;Calderonweg 250                    ;41865;KREUTZSCHMI              ;GR.10                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D11 ;DE   ;Kreutzschmi                        ;Gr.11                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52111  ;Calderonweg 250                    ;41870;KREUTZSCHMI              ;GR.11                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D12 ;DE   ;Kreutzschmi                        ;Gr.12                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52112  ;Calderonweg 250                    ;41875;KREUTZSCHMI              ;GR.12                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D13 ;DE   ;Kreutzschmi                        ;Gr.13                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52113  ;Calderonweg 250                    ;41880;KREUTZSCHMI              ;GR.13                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D14 ;DE   ;Kreutzschmi                        ;Gr.14                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52114  ;Calderonweg 250                    ;41885;KREUTZSCHMI              ;GR.14                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D15 ;DE   ;Kreutzschmi                        ;Gr.15                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52115  ;Calderonweg 250                    ;41890;KREUTZSCHMI              ;GR.15                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D16 ;DE   ;Kreutzschmi                        ;Gr.16                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52116  ;Calderonweg 250                    ;41895;KREUTZSCHMI              ;GR.16                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D17 ;DE   ;Kreutzschmi                        ;Gr.17                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52117  ;Calderonweg 250                    ;41900;KREUTZSCHMI              ;GR.17                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D18 ;DE   ;Kreutzschmi                        ;Gr.18                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52118  ;Calderonweg 250                    ;41905;KREUTZSCHMI              ;GR.18                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D19 ;DE   ;Kreutzschmi                        ;Gr.19                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52119  ;Calderonweg 250                    ;41910;KREUTZSCHMI              ;GR.19                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
800;T-K521D20 ;DE   ;Kreutzschmi                        ;Gr.20                              ;                                   ;                                   ;Leipzig                            ;                                   ;          ;          ;4229;     ;SCM52120  ;Calderonweg 250                    ;41915;KREUTZSCHMI              ;GR.20                    ;LEIPZIG                  ;               ;                         ;0;0;     ;TRAD  ;0;              ;     ;     ;13.03.2003;CATT_USER   ;           ;          ;ZTMM  ;            ;            ;     ;     ;     ;D    ;                ;           ;     ;     ;               ;                ;                ;                               ;                              ;                              ;     ;     ;        ;            ;                    ;     ;     ;                         ;00.00.0000;     ;           ;00.00.0000;      ;      ;                                   ;     ;X    ;X    ;     ;X    
